,SYN.Flag.Count,Total.Fwd.Packets,Total.Backward.Packets,Flow.Duration,Flow.Packets.s,Flow.Bytes.s,Fwd.Packet.Length.Mean,Bwd.Packet.Length.Mean,Bwd.IAT.Mean,ACK.Flag.Count,Active.Mean,Label,Inbound
8656,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8657,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8658,0,2,0,45,44444.44444,266666.6667,6,0,0,1,0,Syn,1
8659,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8660,0,4,0,14246818,0.280764449,1.684586692,6,0,0,1,2,Syn,1
8661,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8662,0,6,4,35474513,0.281892524,1.691355143,6,6,11824811.67,1,40,Syn,1
8663,0,2,2,78,51282.05128,307692.3077,6,6,1,1,0,Syn,1
8664,0,2,0,47,42553.19149,255319.1489,6,0,0,1,0,Syn,1
8665,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8666,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8667,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8668,0,2,0,2,1.00E+06,6.00E+06,6,0,0,1,0,Syn,1
8670,0,2,2,51,78431.37255,470588.2353,6,6,1,1,0,Syn,1
8671,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8672,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8673,0,2,2,110,36363.63636,218181.8182,6,6,1,1,0,Syn,1
8674,0,2,0,49,40816.32653,244897.9592,6,0,0,1,0,Syn,1
8675,0,2,2,82,48780.4878,292682.9268,6,6,1,1,0,Syn,1
8676,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8677,0,2,2,86,46511.62791,279069.7674,6,6,2,1,0,Syn,1
8678,0,2,2,133,30075.18797,180451.1278,6,6,1,1,0,Syn,1
8679,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8680,0,14,8,68738610,0.320053024,1.920318144,6,6,4819869,1,82.4,Syn,1
8681,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8682,0,2,2,152,26315.78947,157894.7368,6,6,0,1,0,Syn,1
8683,0,2,2,105,38095.2381,228571.4286,6,6,1,1,0,Syn,1
8684,0,2,0,49,40816.32653,244897.9592,6,0,0,1,0,Syn,1
8685,0,4,0,26798942,0.149259624,0.895557743,6,0,0,1,1,Syn,1
8686,0,2,2,157,25477.70701,152866.242,6,6,1,1,0,Syn,1
8687,0,10,4,56807708,0.24644543,1.478672577,6,6,5980970,1,52.25,Syn,1
8688,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8689,0,2,2,52,76923.07692,461538.4615,6,6,1,1,0,Syn,1
8690,0,2,2,99,40404.0404,242424.2424,6,6,1,1,0,Syn,1
8691,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8692,0,2,2,109,36697.24771,220183.4862,6,6,1,1,0,Syn,1
8693,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8694,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8696,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8697,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8699,0,2,2,120,33333.33333,2.00E+05,6,6,1,1,0,Syn,1
8700,0,10,2,51271698,0.234047252,1.404283509,6,6,2,1,27.5,Syn,1
8701,0,2,2,102,39215.68627,235294.1176,6,6,1,1,0,Syn,1
8702,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8703,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8704,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8705,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8706,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8707,0,8,6,30250778,0.462798015,2.776788088,6,6,4052101,1,127.6666667,Syn,1
8708,0,2,0,47,42553.19149,255319.1489,6,0,0,1,0,Syn,1
8709,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8710,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8711,0,2,2,111,36036.03604,216216.2162,6,6,1,1,0,Syn,1
8712,0,2,0,50,40000,240000,6,0,0,1,0,Syn,1
8713,0,2,0,51,39215.68627,235294.1176,6,0,0,1,0,Syn,1
8714,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8715,0,2,2,70,57142.85714,342857.1429,6,6,2,1,0,Syn,1
8718,0,2,2,104,38461.53846,230769.2308,6,6,1,1,0,Syn,1
8719,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8720,0,2,0,47,42553.19149,255319.1489,6,0,0,1,0,Syn,1
8721,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8722,0,6,2,53994916,0.148162097,0.888972584,6,6,1,1,1,Syn,1
8724,0,2,2,50,80000,480000,6,6,1,1,0,Syn,1
8725,0,8,4,28522839,0.420715483,2.524292901,6,6,1450266,1,4350913,Syn,1
8726,0,2,0,47,42553.19149,255319.1489,6,0,0,1,0,Syn,1
8727,0,2,0,48,41666.66667,250000,6,0,0,1,0,Syn,1
8728,0,2,2,99,40404.0404,242424.2424,6,6,50,1,0,Syn,1
8729,0,2,2,118,33898.30508,203389.8305,6,6,49,1,0,Syn,1
8730,0,2,0,49,40816.32653,244897.9592,6,0,0,1,0,Syn,1
8731,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8733,0,2,2,103,38834.95146,233009.7087,6,6,1,1,0,Syn,1
8734,0,10,0,67952094,0.1471625,0.882974997,6,0,0,1,24.5,Syn,1
8735,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8736,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8737,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8738,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8740,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8741,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8742,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8743,0,10,8,44722936,0.402478048,2.41486829,6,6,6388976.286,1,96,Syn,1
8744,0,2,2,103,38834.95146,233009.7087,6,6,2,1,0,Syn,1
8745,0,2,2,53,75471.69811,452830.1887,6,6,1,1,0,Syn,1
8746,0,12,2,58999273,0.23729106,1.423746357,6,6,3,1,39,Syn,1
8747,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8748,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8749,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8750,0,2,2,101,39603.9604,237623.7624,6,6,2,1,0,Syn,1
8751,0,2,0,45,44444.44444,266666.6667,6,0,0,1,0,Syn,1
8752,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8753,0,2,2,85,47058.82353,282352.9412,6,6,2,1,0,Syn,1
8754,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8755,0,2,0,2,1.00E+06,6.00E+06,6,0,0,1,0,Syn,1
8756,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8758,0,2,2,122,32786.88525,196721.3115,6,6,1,1,0,Syn,1
8759,0,2,2,117,34188.03419,205128.2051,6,6,1,1,0,Syn,1
8760,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8761,0,2,0,75,26666.66667,160000,6,0,0,1,0,Syn,1
8762,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8763,0,2,0,50,40000,240000,6,0,0,1,0,Syn,1
8765,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8766,0,2,2,53,75471.69811,452830.1887,6,6,1,1,0,Syn,1
8767,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8768,0,2,2,107,37383.17757,224299.0654,6,6,2,1,0,Syn,1
8769,0,14,8,52907857,0.415817258,2.494903545,6,6,5986118.286,1,412471.8,Syn,1
8770,0,12,2,53434268,0.262004151,1.572024904,6,6,0,1,36,Syn,1
8771,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8772,0,2,2,103,38834.95146,233009.7087,6,6,1,1,0,Syn,1
8773,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8774,0,14,4,74514915,0.241562377,1.449374263,6,6,16791895.67,1,28,Syn,1
8775,0,2,2,101,39603.9604,237623.7624,6,6,1,1,0,Syn,1
8776,0,8,4,33074873,0.362813184,2.176879107,6,6,4113780,1,45.33333333,Syn,1
8779,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8780,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8781,0,10,4,59668391,0.234630091,1.407780545,6,6,10567621.67,1,61.5,Syn,1
8782,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8783,0,2,2,110,36363.63636,218181.8182,6,6,2,1,0,Syn,1
8784,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8785,0,8,4,38511401,0.311596039,1.869576233,6,6,2308187,1,102,Syn,1
8786,0,2,2,160,25000,150000,6,6,2,1,0,Syn,1
8787,0,12,2,61277091,0.228470376,1.370822254,6,6,2,1,37.66666667,Syn,1
8788,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8789,0,2,2,116,34482.75862,206896.5517,6,6,1,1,0,Syn,1
8790,0,10,2,64630866,0.185669801,1.114018803,6,6,1,1,16,Syn,1
8791,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8792,0,2,2,52,76923.07692,461538.4615,6,6,1,1,0,Syn,1
8793,0,2,2,109,36697.24771,220183.4862,6,6,1,1,0,Syn,1
8794,0,2,0,2,1.00E+06,6.00E+06,6,0,0,1,0,Syn,1
8795,0,10,6,28245592,0.566460069,3.398760415,6,6,3668478.2,1,382159.6667,Syn,1
8796,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8797,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8798,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8799,0,10,6,59170675,0.270404216,1.622425298,6,6,10125442.4,1,92.75,Syn,1
8801,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8803,0,2,2,130,30769.23077,184615.3846,6,6,1,1,0,Syn,1
8804,0,2,2,104,38461.53846,230769.2308,6,6,0,1,0,Syn,1
8805,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8806,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8807,0,2,0,3,666666.6667,4.00E+06,6,0,0,1,0,Syn,1
8808,0,2,2,160,25000,150000,6,6,45,1,0,Syn,1
8809,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8810,0,2,2,100,40000,240000,6,6,1,1,0,Syn,1
8811,0,2,2,102,39215.68627,235294.1176,6,6,1,1,0,Syn,1
8812,0,2,0,46,43478.26087,260869.5652,6,0,0,1,0,Syn,1
8813,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8816,0,2,2,162,24691.35802,148148.1481,6,6,1,1,0,Syn,1
8817,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8818,0,2,2,108,37037.03704,222222.2222,6,6,1,1,0,Syn,1
8819,0,2,0,47,42553.19149,255319.1489,6,0,0,1,0,Syn,1
8820,0,8,4,43348674,0.276825077,1.66095046,6,6,5172096,1,76.33333333,Syn,1
8821,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8822,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8823,0,2,0,48,41666.66667,250000,6,0,0,1,0,Syn,1
8824,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8825,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8826,0,2,2,105,38095.2381,228571.4286,6,6,1,1,0,Syn,1
8827,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8828,0,2,0,48,41666.66667,250000,6,0,0,1,0,Syn,1
8829,0,2,2,102,39215.68627,235294.1176,6,6,2,1,0,Syn,1
8830,0,2,2,106,37735.84906,226415.0943,6,6,2,1,0,Syn,1
8831,0,2,0,49,40816.32653,244897.9592,6,0,0,1,0,Syn,1
8832,0,2,2,73,54794.52055,328767.1233,6,6,2,1,0,Syn,1
8833,0,2,2,100,40000,240000,6,6,51,1,0,Syn,1
8834,0,2,2,107,37383.17757,224299.0654,6,6,1,1,0,Syn,1
8835,0,2,2,110,36363.63636,218181.8182,6,6,0,1,0,Syn,1
8836,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8837,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8838,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8839,0,14,8,67786086,0.32455038,1.947302283,6,6,9683710,1,51.66666667,Syn,1
8840,0,2,0,2,1.00E+06,6.00E+06,6,0,0,1,0,Syn,1
8841,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8842,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8843,0,2,2,100,40000,240000,6,6,0,1,0,Syn,1
8844,0,2,2,101,39603.9604,237623.7624,6,6,0,1,0,Syn,1
8845,0,2,2,123,32520.3252,195121.9512,6,6,1,1,0,Syn,1
8846,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8847,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8848,0,10,4,60999875,0.229508667,1.377052002,6,6,8050593.333,1,58,Syn,1
8849,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8850,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8851,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8852,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8853,0,10,0,57443802,0.174083185,1.044499109,6,0,0,1,17,Syn,1
8855,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8856,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8857,0,2,2,101,39603.9604,237623.7624,6,6,0,1,0,Syn,1
8858,0,6,0,28995109,0.206931452,1.241588711,6,0,0,1,1,Syn,1
8859,0,2,2,66,60606.06061,363636.3636,6,6,1,1,0,Syn,1
8860,0,2,2,107,37383.17757,224299.0654,6,6,1,1,0,Syn,1
8861,0,2,2,61,65573.77049,393442.623,6,6,1,1,0,Syn,1
8862,0,2,2,100,40000,240000,6,6,1,1,0,Syn,1
8863,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8864,0,2,2,100,40000,240000,6,6,1,1,0,Syn,1
8865,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8867,0,2,2,114,35087.7193,210526.3158,6,6,2,1,0,Syn,1
8868,0,2,0,49,40816.32653,244897.9592,6,0,0,1,0,Syn,1
8869,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8870,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8871,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8872,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8873,0,2,2,103,38834.95146,233009.7087,6,6,1,1,0,Syn,1
8875,0,2,2,103,38834.95146,233009.7087,6,6,1,1,0,Syn,1
8876,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8878,0,2,2,102,39215.68627,235294.1176,6,6,1,1,0,Syn,1
8879,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8880,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8881,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8882,0,2,2,103,38834.95146,233009.7087,6,6,0,1,0,Syn,1
8884,0,14,12,49691194,0.523231541,3.139389245,6,6,3582603.455,1,1677273.75,Syn,1
8885,0,2,2,98,40816.32653,244897.9592,6,6,47,1,0,Syn,1
8887,0,2,2,109,36697.24771,220183.4862,6,6,1,1,0,Syn,1
8888,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8890,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8891,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8892,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8893,0,8,2,36549186,0.273603905,1.641623428,6,6,1,1,53,Syn,1
8894,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8895,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8896,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8897,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8898,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8899,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8900,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8901,0,10,6,49995106,0.320031325,1.920187948,6,6,5696943.4,1,81.75,Syn,1
8902,0,10,4,46013630,0.304257673,1.825546039,6,6,2318900.667,1,54.5,Syn,1
8903,0,2,2,59,67796.61017,406779.661,6,6,2,1,0,Syn,1
8904,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8905,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8906,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8907,0,2,2,101,39603.9604,237623.7624,6,6,1,1,0,Syn,1
8908,0,2,0,2,1.00E+06,6.00E+06,6,0,0,1,0,Syn,1
8909,0,12,8,55727837,0.358887068,2.153322405,6,6,4922757,1,156916.75,Syn,1
8910,0,2,0,2,1.00E+06,6.00E+06,6,0,0,1,0,Syn,1
8911,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8912,0,4,0,1021960,3.914047517,23.4842851,6,0,0,1,0,Syn,1
8913,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8914,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8915,0,2,2,69,57971.01449,347826.087,6,6,0,1,0,Syn,1
8916,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8917,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8918,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8919,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8920,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8921,0,2,2,108,37037.03704,222222.2222,6,6,1,1,0,Syn,1
8922,0,2,2,104,38461.53846,230769.2308,6,6,1,1,0,Syn,1
8923,0,2,2,106,37735.84906,226415.0943,6,6,1,1,0,Syn,1
8924,0,2,2,99,40404.0404,242424.2424,6,6,1,1,0,Syn,1
8925,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8926,0,2,2,115,34782.6087,208695.6522,6,6,1,1,0,Syn,1
8927,0,2,0,64,31250,187500,6,0,0,1,0,Syn,1
8928,0,2,2,107,37383.17757,224299.0654,6,6,1,1,0,Syn,1
8929,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8930,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8931,0,2,2,111,36036.03604,216216.2162,6,6,50,1,0,Syn,1
8932,0,10,6,49465706,0.323456416,1.940738499,6,6,6215238.8,1,707369.3333,Syn,1
8933,0,2,0,49,40816.32653,244897.9592,6,0,0,1,0,Syn,1
8934,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8935,0,8,6,47451117,0.295040473,1.770242837,6,6,9490203.4,1,60.66666667,Syn,1
8936,0,2,0,2,1.00E+06,6.00E+06,6,0,0,1,0,Syn,1
8937,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8939,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8940,0,2,0,2,1.00E+06,6.00E+06,6,0,0,1,0,Syn,1
8941,0,2,0,49,40816.32653,244897.9592,6,0,0,1,0,Syn,1
8942,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8944,0,2,2,104,38461.53846,230769.2308,6,6,2,1,0,Syn,1
8945,0,2,0,2,1.00E+06,6.00E+06,6,0,0,1,0,Syn,1
8946,0,2,2,104,38461.53846,230769.2308,6,6,1,1,0,Syn,1
8947,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8948,0,2,2,102,39215.68627,235294.1176,6,6,1,1,0,Syn,1
8949,0,2,2,150,26666.66667,160000,6,6,1,1,0,Syn,1
8950,0,2,0,46,43478.26087,260869.5652,6,0,0,1,0,Syn,1
8951,0,2,2,116,34482.75862,206896.5517,6,6,49,1,0,Syn,1
8952,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8953,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8954,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8955,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8957,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8959,0,2,2,120,33333.33333,2.00E+05,6,6,1,1,0,Syn,1
8960,0,2,0,2,1.00E+06,6.00E+06,6,0,0,1,0,Syn,1
8961,0,2,0,46,43478.26087,260869.5652,6,0,0,1,0,Syn,1
8962,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8963,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8964,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8965,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8966,0,2,2,100,40000,240000,6,6,1,1,0,Syn,1
8967,0,4,0,2716082,1.472709587,8.836257521,6,0,0,1,0,Syn,1
8968,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8969,0,2,2,110,36363.63636,218181.8182,6,6,1,1,0,Syn,1
8970,0,2,2,82,48780.4878,292682.9268,6,6,2,1,0,Syn,1
8971,0,2,2,125,32000,192000,6,6,1,1,0,Syn,1
8973,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8974,0,2,0,2,1.00E+06,6.00E+06,6,0,0,1,0,Syn,1
8975,0,2,2,98,40816.32653,244897.9592,6,6,1,1,0,Syn,1
8976,0,2,2,105,38095.2381,228571.4286,6,6,0,1,0,Syn,1
8979,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8980,0,2,0,4,5.00E+05,2.21E+08,442,0,0,0,0,Syn,0
8981,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8982,0,6,4,17999995,0.55555571,3.333334259,6,6,2251353.333,1,53.5,Syn,1
8983,0,10,0,52011231,0.192266167,1.153596999,6,0,0,1,1,Syn,1
8985,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8986,0,2,2,114,35087.7193,210526.3158,6,6,2,1,0,Syn,1
8987,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8989,0,2,0,2,1.00E+06,6.00E+06,6,0,0,1,0,Syn,1
8990,0,2,2,103,38834.95146,233009.7087,6,6,1,1,0,Syn,1
8991,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8992,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8993,0,2,2,107,37383.17757,224299.0654,6,6,2,1,0,Syn,1
8994,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8995,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
8996,0,2,2,104,38461.53846,230769.2308,6,6,1,1,0,Syn,1
8997,0,2,2,98,40816.32653,244897.9592,6,6,1,1,0,Syn,1
8998,0,2,0,49,40816.32653,244897.9592,6,0,0,1,0,Syn,1
8999,0,10,6,61930504,0.258354106,1.550124636,6,6,2761087,1,52,Syn,1
9000,0,2,2,133,30075.18797,180451.1278,6,6,1,1,0,Syn,1
9001,0,2,0,51,39215.68627,235294.1176,6,0,0,1,0,Syn,1
9002,0,2,2,115,34782.6087,208695.6522,6,6,1,1,0,Syn,1
9003,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
9004,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
9005,0,2,2,101,39603.9604,237623.7624,6,6,1,1,0,Syn,1
9006,0,2,2,54,74074.07407,444444.4444,6,6,2,1,0,Syn,1
9007,0,2,2,101,39603.9604,237623.7624,6,6,1,1,0,Syn,1
9008,0,2,2,109,36697.24771,220183.4862,6,6,1,1,0,Syn,1
9009,0,2,2,61,65573.77049,393442.623,6,6,0,1,0,Syn,1
9010,0,2,2,52,76923.07692,461538.4615,6,6,1,1,0,Syn,1
9011,0,10,2,50729634,0.236548129,1.419288773,6,6,2,1,15.25,Syn,1
9012,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
9013,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
9014,0,2,2,116,34482.75862,206896.5517,6,6,47,1,0,Syn,1
9015,0,2,0,2,1.00E+06,6.00E+06,6,0,0,1,0,Syn,1
9016,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
9017,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
9018,0,2,2,100,40000,240000,6,6,1,1,0,Syn,1
9019,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
9020,0,2,2,53,75471.69811,452830.1887,6,6,2,1,0,Syn,1
9021,0,6,2,22448801,0.356366471,2.138198829,6,6,1,1,26,Syn,1
9022,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
9023,0,2,2,113,35398.23009,212389.3805,6,6,2,1,0,Syn,1
9024,0,2,2,116,34482.75862,206896.5517,6,6,2,1,0,Syn,1
9025,0,10,6,55695413,0.2872768,1.723660798,6,6,11139071.8,1,108,Syn,1
9027,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
9028,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
9029,0,6,0,37646380,0.159377874,0.956267243,6,0,0,1,1,Syn,1
9030,0,2,0,1,2.00E+06,1.20E+07,6,0,0,1,0,Syn,1
9031,0,6,0,62049041,0.096697707,0.580186243,6,0,0,1,1,Syn,1
